1|background.n.01,stand.v.01,yard.n.01,man.n.01,old.a.01,group.n.01,child.n.01,play.v.01,male_child.n.01,
2|background.n.01,stand.v.01,man.n.01,be.v.01,group.n.01,play.v.01,location.n.01,house.n.01,child.n.01,yard.n.01,old.a.01,
3|outdoors.n.01,play.v.01,smile.v.01,man.n.01,young.a.01,male_child.n.01,smile.n.01,child.n.01,near.a.01,
5|smile.n.01,outdoors.n.01,man.n.01,child.n.01,play.v.01,near.a.01,background.n.01,stand.v.01,yard.n.01,old.a.01,group.n.01,
9|outdoors.n.01,play.v.01,smile.v.01,man.n.01,young.a.01,male_child.n.01,background.n.01,stand.v.01,yard.n.01,old.a.01,group.n.01,child.n.01,
12|fight.n.02,dog.n.01,embrace.v.02,wrestle.v.01,
14|front.n.01,animal.n.01,attack.v.01,man.n.01,brown.s.01,bloomers.n.01,dog.n.01,fight.n.02,
18|front.n.01,animal.n.01,attack.v.01,man.n.01,brown.s.01,bloomers.n.01,dog.n.01,embrace.v.02,wrestle.v.01,
25|ride.v.01,bicycle.n.01,wheel.n.01,person.n.01,jacket.n.01,make.v.01,black.a.01,minibike.n.01,trick.n.01,
26|ride.v.01,bicycle.n.01,wheel.n.01,person.n.01,jacket.n.01,make.v.01,black.a.01,minibike.n.01,man.n.01,trick.n.01,
28|jacket.n.01,make.v.01,black.a.01,minibike.n.01,trick.n.01,person.n.01,ride.v.01,bicycle.n.01,wheel.n.01,
30|ball.n.01,man.n.01,jersey.n.03,dunk.v.01,
35|ball.n.01,man.n.01,jersey.n.03,dunk.v.01,internet.n.01,background.n.01,basketball.n.01,play.v.01,be.v.01,crowd.n.01,
40|internet.n.01,background.n.01,basketball.n.01,dunk.v.01,player.n.01,be.v.01,crowd.n.01,person.n.01,ball.n.01,man.n.01,jersey.n.03,
42|spectator.n.01,watch.v.01,person.n.01,
44|woman.n.01,spar.v.01,battle.n.01,young.a.01,match.n.01,
45|woman.n.01,spar.v.01,battle.n.01,young.a.01,match.n.01,
47|spectator.n.01,watch.v.01,person.n.01,woman.n.01,spar.v.01,battle.n.01,young.a.01,
49|woman.n.01,spar.v.01,match.n.01,spectator.n.01,watch.v.01,person.n.01,
55|jump.v.01,leaf.n.01,male_child.n.01,child.n.01,
56|sit.v.01,child.n.01,leaf.n.01,jump.v.01,
58|shirt.n.01,leaf.n.01,red.s.01,play.v.01,child.n.01,sit.v.01,
62|shirt.n.01,leaf.n.01,red.s.01,play.v.01,child.n.01,jump.v.01,
65|lie.v.01,make.v.01,angel.n.01,child.n.01,snow.n.01,person.n.01,
70|lie.v.01,pull.v.01,angel.n.01,child.n.01,person.n.01,make.v.01,snowsuit.n.01,snow.n.01,
72|lie.v.01,make.v.01,snowsuit.n.01,snow.n.01,person.n.01,angel.n.01,child.n.01,
73|lie.v.01,make.v.01,person.n.01,child.n.01,snowsuit.n.01,snow.n.01,
77|direction.n.01,gather.v.01,costume.n.01,wear.v.01,person.n.01,forest.n.01,look.v.01,same.a.01,
78|direction.n.01,gather.v.01,costume.n.01,wear.v.01,person.n.01,forest.n.01,look.v.01,same.a.01,disperse.v.02,different.a.01,
79|gather.v.01,costume.n.01,vicinity.n.01,forest.n.01,look.v.01,person.n.01,direction.n.01,wear.v.01,same.a.01,
81|woman.n.01,girl.n.01,costume.n.01,look.v.01,disperse.v.02,direction.n.01,wear.v.01,forest.n.01,different.a.01,person.n.01,
82|woman.n.01,girl.n.01,costume.n.01,look.v.01,gather.v.01,vicinity.n.01,forest.n.01,person.n.01,
83|woman.n.01,girl.n.01,young.a.01,costume.n.01,look.v.01,direction.n.01,gather.v.01,wear.v.01,person.n.01,forest.n.01,same.a.01,
84|direction.n.01,gather.v.01,costume.n.01,wear.v.01,person.n.01,forest.n.01,look.v.01,same.a.01,female_child.n.01,man.n.01,little.s.03,
85|direction.n.01,gather.v.01,costume.n.01,wear.v.01,person.n.01,forest.n.01,look.v.01,same.a.01,woman.n.01,girl.n.01,small.a.01,
87|jump.v.01,air.n.01,alone.s.02,person.n.01,entirely.r.02,
88|jump.v.01,air.n.01,be.v.01,person.n.01,alone.s.02,
90|jump.v.01,empty.a.01,pool.n.01,man.n.01,full.a.01,
91|jump.v.01,empty.a.01,pool.n.01,man.n.01,jumper.n.01,be.v.01,person.n.01,
93|jump.v.01,air.n.01,alone.s.02,person.n.01,pool.n.01,man.n.01,full.a.01,
94|pool.n.01,man.n.01,jumper.n.01,empty.a.01,be.v.01,person.n.01,jump.v.01,air.n.01,alone.s.02,
97|jump.v.01,air.n.01,alone.s.02,person.n.01,empty.a.01,pool.n.01,man.n.01,
98|make.v.01,child.n.01,backbend.n.01,park.n.01,
99|gymnasium.n.02,make.v.01,backbend.n.01,child.n.01,park.n.01,
100|make.v.01,girl.n.01,garden.n.03,play.v.05,backbend.n.01,outdoors.n.01,play.v.01,
107|ball.n.01,run.v.01,man.n.01,hand.n.01,male.n.02,play.v.01,player.n.01,person.n.01,
112|football.n.01,group.n.01,play.v.01,person.n.01,run.v.01,ball.n.01,player.n.01,
113|compete.v.01,team.n.01,run.v.01,ball.n.01,player.n.01,person.n.01,
117|run.v.01,ball.n.01,player.n.01,person.n.01,football.n.01,team.n.01,match.n.01,compete.v.01,
120|front.n.01,base.n.08,wooden.s.01,hut.n.01,child.n.01,be.v.01,stand.v.01,
122|close.a.01,stand.v.01,gun.n.01,have.v.01,child.n.01,together.s.01,person.n.01,
124|close.a.01,stand.v.01,gun.n.01,have.v.01,child.n.01,together.s.01,front.n.01,hut.n.01,wooden.s.01,
126|stand.v.01,hut.n.01,wooden.s.01,child.n.01,close.a.01,gun.n.01,have.v.01,together.s.01,person.n.01,
127|front.n.01,base.n.08,wooden.s.01,hut.n.01,child.n.01,be.v.01,close.a.01,stand.v.01,gun.n.01,have.v.01,together.s.01,person.n.01,
129|sit.v.01,field.n.01,man.n.01,old.a.01,
130|sit.v.01,field.n.01,man.n.01,run.v.01,
131|sit.v.01,wear.v.01,grass.n.01,hat.n.01,person.n.01,field.n.01,
133|sit.v.01,wear.v.01,grass.n.01,hat.n.01,person.n.01,
136|sit.v.01,wear.v.01,grass.n.01,hat.n.01,person.n.01,field.n.01,man.n.01,
139|sit.v.01,field.n.01,man.n.01,wear.v.01,grass.n.01,hat.n.01,person.n.01,
140|raft.n.01,friend.n.01,current.n.01,person.n.01,group.n.01,ride.v.01,
141|raft.n.01,friend.n.01,current.n.01,person.n.01,group.n.01,ride.v.01,
146|raft.n.01,friend.n.01,current.n.01,person.n.01,group.n.01,ride.v.01,safety.n.01,practice.v.01,wear.v.01,water.n.01,refinisher.n.01,
148|raft.n.01,friend.n.01,current.n.01,person.n.01,group.n.01,ride.v.01,safety.n.01,practice.v.01,wear.v.01,water.n.01,refinisher.n.01,
150|jump.v.01,fence.n.01,deer.n.01,
159|mural.n.01,building.n.01,have.v.01,location.n.01,walk.v.01,entity.n.01,person.n.01,
161|front.n.01,building.n.01,be.v.01,colorful.a.01,person.n.01,
163|mural.n.01,building.n.01,have.v.01,location.n.01,walk.v.01,entity.n.01,person.n.01,front.n.01,be.v.01,colorful.a.01,
164|mural.n.01,building.n.01,have.v.01,location.n.01,walk.v.01,entity.n.01,person.n.01,front.n.01,be.v.01,colorful.a.01,
170|family.n.01,baseball.n.02,hit.v.01,small.a.01,watch.v.01,male_child.n.01,miss.v.01,
173|baseball.n.02,child.n.01,hit.v.01,watch.v.01,miss.v.01,small.a.01,family.n.01,male_child.n.01,
176|miss.v.01,baseball.n.02,child.n.01,family.n.01,hit.v.01,small.a.01,watch.v.01,male_child.n.01,
183|light.v.01,purple.s.01,assorted.s.02,restaurant.n.01,table.n.01,person.n.01,crowd.n.01,eat.v.01,crowded.a.01,light.n.01,red.s.01,
184|restaurant.n.01,large.a.01,person.n.01,group.n.01,location.n.01,eat.v.01,customer.n.01,purple.s.01,crowded.a.01,light.n.01,
186|light.v.01,purple.s.01,assorted.s.02,restaurant.n.01,table.n.01,person.n.01,crowd.n.01,eat.v.01,large.a.01,group.n.01,location.n.01,
192|motorcycle.n.01,rider.n.01,seat.n.01,stand.v.01,white.a.01,
200|motorcyclist.n.01,minibike.n.01,roadway.n.01,person.n.01,ride.v.01,
201|ride.v.01,motorcyclist.n.01,minibike.n.01,roadway.n.01,be.v.01,person.n.01,
202|ride.v.01,entity.n.01,motorcycle.n.01,blue.s.01,man.n.01,paint.v.01,red.s.01,road.n.01,helmet.n.01,motorcyclist.n.01,person.n.01,
205|motorcyclist.n.01,motorcycle.n.01,blue.s.01,person.n.01,road.n.01,wait.v.01,helmet.n.01,minibike.n.01,roadway.n.01,ride.v.01,
215|tree.n.01,play.v.01,dog.n.01,catch.v.01,stick.n.01,air.n.01,watch.v.01,
216|tree.n.01,play.v.01,dog.n.01,air.n.01,be.v.01,jump.v.01,
217|tree.n.01,play.v.01,dog.n.01,air.n.01,high.a.01,watch.v.01,jump.v.01,
223|white.n.02,girl.n.01,entity.n.01,dance.v.01,front.n.01,dancer.n.01,equipment.n.01,sound.n.01,person.n.01,
224|white.n.02,girl.n.01,entity.n.01,dance.v.01,location.n.01,equipment.n.01,blond.a.01,sound.n.01,
226|apparel.n.01,girl.n.01,dance.v.01,wear.v.01,white.a.01,front.n.01,equipment.n.01,blond.a.01,sound.n.01,
227|front.n.01,girl.n.01,dance.v.01,equipment.n.01,blond.a.01,sound.n.01,white.a.01,be.v.01,entity.n.01,
240|woman.n.01,head.n.01,hat.n.01,wear.v.01,location.n.01,female.n.02,headdress.n.01,
241|woman.n.01,headdress.n.01,wear.v.01,location.n.01,
248|woman.n.01,black.a.01,headdress.n.01,wear.v.01,spectacles.n.01,location.n.01,
249|woman.n.01,head.n.01,hat.n.01,wear.v.01,location.n.01,female.n.02,entity.n.01,black.a.01,headdress.n.01,spectacles.n.01,
254|hiker.n.01,mountain.n.01,person.n.01,dance.v.02,be.v.01,top.n.01,dance.v.01,
256|tree.n.01,high.n.01,stand.v.01,man.n.01,rock.n.01,strange.a.01,position.n.01,be.v.01,
257|hiker.n.01,mountain.n.01,person.n.01,dance.v.02,be.v.01,top.n.01,tree.n.01,high.n.01,rock.n.01,man.n.01,stand.v.01,uncomfortable.a.01,position.n.01,
258|hiker.n.01,mountain.n.01,person.n.01,dance.v.02,be.v.01,top.n.01,tree.n.01,high.n.01,stand.v.01,man.n.01,rock.n.01,strange.a.01,position.n.01,
259|tree.n.01,high.n.01,rock.n.01,man.n.01,stand.v.01,strange.a.01,position.n.01,be.v.01,make.v.01,joyful.a.01,hiker.n.01,mountain.n.01,dancing.n.01,person.n.01,top.n.01,
260|dance.v.01,hiker.n.01,mountain.n.01,be.v.01,top.n.01,tree.n.01,high.n.01,rock.n.01,man.n.01,stand.v.01,strange.a.01,position.n.01,
265|rodeo.n.01,horse.n.01,barrel.n.01,red.s.01,brown.s.01,location.n.01,
266|rodeo.n.01,horse.n.01,barrel.n.01,red.s.01,brown.s.01,location.n.01,far.a.01,
269|horse.n.01,corner.v.01,barrel.n.01,cowgirl.n.01,person.n.01,brown.s.01,ride.v.01,rodeo.n.01,red.s.01,location.n.01,
272|cowgirl.n.01,barrel.n.01,person.n.01,corner.v.03,horse.n.01,ride.v.01,rodeo.n.01,red.s.01,brown.s.01,location.n.01,
273|male_child.n.01,stand.v.01,cold.n.01,water.n.01,
276|sit.v.01,blue.s.01,ocean.n.01,location.n.01,male_child.n.01,wade.v.01,
277|male_child.n.01,stand.v.01,water.n.01,blue.s.01,ocean.n.01,child.n.01,swim.v.01,
279|blue.s.01,ocean.n.01,wade.v.01,male_child.n.01,stand.v.01,cold.n.01,water.n.01,
283|guitar.n.01,stage.n.03,play.v.01,man.n.01,be.v.01,
286|guitar.n.01,stage.n.03,play.v.01,man.n.01,blond.a.01,guitarist.n.01,flighty.s.01,hair.n.01,entity.n.01,person.n.01,
287|guitar.n.01,stage.n.03,play.v.01,man.n.01,bald.s.01,person.n.01,
289|stage.n.03,man.n.01,guitar.n.01,play.v.01,be.v.01,blond.a.01,flighty.s.01,hair.n.01,play.v.07,entity.n.01,person.n.01,
291|sit.v.01,knee.n.01,raise.v.01,have.v.01,child.n.01,person.n.01,lie.v.01,
293|sit.v.01,girl.n.01,young.a.01,land.n.04,
296|lie.v.01,girl.n.01,land.n.04,sit.v.01,knee.n.01,raise.v.01,have.v.01,child.n.01,person.n.01,
301|front.n.01,walk.v.01,paint.n.01,bare.s.01,lady.n.01,crowd.n.01,person.n.01,be.v.01,
302|front.n.01,walk.v.01,paint.n.01,bare.s.01,lady.n.01,crowd.n.01,person.n.01,
303|woman.n.01,paint.n.01,young.a.01,cover.v.01,topless.a.01,entity.n.01,girl.n.01,
305|front.n.01,walk.v.01,paint.n.01,bare.s.01,lady.n.01,crowd.n.01,person.n.01,cover.v.01,topless.a.01,girl.n.01,
309|front.n.01,paint.n.01,walk.v.01,bare.s.01,lady.n.01,crowd.n.01,person.n.01,woman.n.01,young.a.01,cover.v.01,topless.a.01,entity.n.01,
310|front.n.01,walk.v.01,paint.n.01,bare.s.01,lady.n.01,crowd.n.01,person.n.01,woman.n.01,young.a.01,cover.v.01,topless.a.01,entity.n.01,
311|group.n.01,ocean.n.01,location.n.01,be.v.01,person.n.01,crowd.n.01,water.n.01,
312|location.n.01,be.v.01,crowd.n.01,person.n.01,water.n.01,far.a.01,
313|stand.v.01,mother.n.01,uniform.n.01,group.n.01,child.n.01,snog.v.01,gate.n.01,person.n.01,wear.v.01,same.a.01,apparel.n.01,wait.v.01,
315|stand.v.01,location.n.01,gate.n.01,mother.n.01,uniform.n.01,group.n.01,child.n.01,snog.v.01,person.n.01,
323|tennis.n.01,wall.n.01,man.n.01,large.a.01,play.v.01,be.v.01,friend.n.01,person.n.01,
327|tennis.n.01,wall.n.01,man.n.01,large.a.01,play.v.01,be.v.01,indicate.v.02,car.n.01,
329|friend.n.01,tennis.n.01,man.n.01,play.v.01,be.v.01,person.n.01,silver.n.01,sedan.n.01,indicate.v.02,
331|group.n.01,beach.n.01,be.v.01,person.n.01,sea.n.01,location.n.01,
332|group.n.01,beach.n.01,be.v.01,person.n.01,mountain.n.01,
333|woman.n.01,beach.n.01,girl.n.01,man.n.01,walk.v.01,entity.n.01,person.n.01,
335|group.n.01,beach.n.01,be.v.01,person.n.01,walk.v.01,
338|woman.n.01,beach.n.01,girl.n.01,man.n.01,walk.v.01,entity.n.01,mountain.n.01,group.n.01,be.v.01,person.n.01,
339|woman.n.01,beach.n.01,girl.n.01,man.n.01,walk.v.01,entity.n.01,group.n.01,be.v.01,person.n.01,
340|be.v.03,black.a.01,schoolgirl.n.01,train.n.01,crowded.a.01,bag.n.01,person.n.01,girl.n.01,be.v.01,
341|girl.n.01,train.n.01,crowded.a.01,be.v.01,black.a.01,bag.n.01,
342|black.a.01,girl.n.01,train.n.01,crowded.a.01,bag.n.01,be.v.01,
344|woman.n.01,black.a.01,transport.v.02,bag.n.01,location.n.01,crowd.n.01,
346|black.a.01,girl.n.01,train.n.01,crowded.a.01,bag.n.01,be.v.01,woman.n.01,transport.v.02,location.n.01,crowd.n.01,
347|be.v.03,black.a.01,schoolgirl.n.01,train.n.01,crowded.a.01,bag.n.01,person.n.01,woman.n.01,transport.v.02,crowd.n.01,location.n.01,
351|entity.n.01,stick.n.01,dog.n.01,chase.v.01,keep.v.01,mouth.n.01,wood.n.01,piece.n.01,
354|run.v.01,dog.n.01,transport.v.02,plaything.n.01,person.n.01,mouth.n.01,object.n.01,
358|wood.n.01,piece.n.01,dog.n.01,chase.v.01,keep.v.01,entity.n.01,mouth.n.01,run.v.01,transport.v.02,object.n.01,person.n.01,
360|run.v.01,mouth.n.01,transport.v.02,object.n.01,person.n.01,dog.n.01,stick.n.01,chase.v.01,keep.v.01,entity.n.01,
361|entity.n.01,stick.n.01,dog.n.01,chase.v.01,keep.v.01,mouth.n.01,run.v.01,transport.v.02,object.n.01,person.n.01,
362|internet.n.01,roll.v.01,dirty.a.01,goal.n.01,goal.n.03,net.n.04,location.n.01,
363|internet.n.01,roll.v.01,goal.n.01,goal.n.03,net.n.04,location.n.01,
366|ball.n.01,soccer.n.01,kick.v.01,play.v.01,goal.n.01,person.n.01,roll.v.01,goal.n.03,net.n.04,location.n.01,
367|roll.v.01,goal.n.03,net.n.04,location.n.01,ball.n.01,person.n.01,kick.v.01,goal.n.01,out.r.01,
370|roll.v.01,goal.n.03,net.n.04,location.n.01,ball.n.01,kick.v.01,goal.n.01,person.n.01,
373|sofa.n.01,pencil.n.01,man.n.01,tattoo.n.01,lounge.v.01,keep.v.01,be.v.01,
374|sofa.n.01,pencil.n.01,man.n.01,tattoo.n.01,lounge.v.01,keep.v.01,look.v.01,
375|sofa.n.01,pencil.n.01,man.n.01,tattoo.n.01,keep.v.01,lounge.v.01,
377|sit.v.01,chair.n.01,man.n.01,male.n.02,rub.v.01,eye.n.01,sofa.n.01,pencil.n.01,tattoo.n.01,lounge.v.01,look.v.01,
378|sofa.n.01,pencil.n.01,man.n.01,tattoo.n.01,keep.v.01,sit.v.01,chair.n.01,male.n.02,rub.v.01,eye.n.01,
379|chair.n.01,man.n.01,male.n.02,rest.v.01,rub.v.01,eye.n.01,sofa.n.01,pencil.n.01,tattoo.n.01,lounge.v.01,keep.v.01,
381|sofa.n.01,pencil.n.01,man.n.01,tattoo.n.01,lounge.v.01,keep.v.01,sit.v.01,chair.n.01,male.n.02,rub.v.01,eye.n.01,
387|run.v.01,dog.n.01,tall.a.01,grass.n.01,brown.s.01,white.a.01,entity.n.01,black.a.01,green.s.01,low.a.01,tan.s.01,
390|run.v.01,green.s.01,dog.n.01,tall.a.01,grass.n.01,white.a.01,tan.s.01,brown.s.01,entity.n.01,
391|sit.v.01,apparel.n.01,entity.n.01,paint.n.01,man.n.01,write.v.01,area.n.01,cover.v.01,busy.a.01,wear.v.01,
393|sit.v.01,paint.n.01,man.n.01,area.n.01,write.v.01,cover.v.01,busy.a.01,entity.n.01,wear.v.01,apparel.n.01,
395|sit.v.01,man.n.01,write.v.01,motorcycle.n.01,note.n.01,be.v.01,
396|paint.n.01,area.n.01,write.v.01,wear.v.01,cover.v.01,entity.n.01,sit.v.01,apparel.n.01,man.n.01,busy.a.01,piece.n.01,stand.v.01,motorcycle.n.01,paper.n.01,
397|man.n.01,write.v.01,motorcycle.n.01,note.n.01,be.v.01,paint.n.01,area.n.01,wear.v.01,cover.v.01,entity.n.01,sit.v.01,apparel.n.01,busy.a.01,
398|sit.v.01,man.n.01,write.v.01,motorcycle.n.01,note.n.01,apparel.n.01,entity.n.01,paint.n.01,area.n.01,cover.v.01,busy.a.01,
403|camp.v.01,grass.n.01,group.n.01,lookout.n.01,person.n.01,hike.v.01,
404|walk.v.01,person.n.01,
409|walk.v.01,person.n.01,camp.v.01,grass.n.01,group.n.01,lookout.n.01,
410|group.n.01,grass.n.01,hike.v.01,lookout.n.01,person.n.01,walk.v.01,
413|take.v.01,white.s.04,man.n.01,trip.n.01,road.n.01,interrupt.v.04,car.n.01,
415|white.s.04,side.n.01,man.n.01,motorcycle.n.01,road.n.01,be.v.01,car.n.01,
422|tackle.n.01,fish.v.01,man.n.01,keep.v.01,
423|keep.v.01,man.n.01,
427|keep.v.01,man.n.01,tool.n.01,fish.v.01,stand.v.01,location.n.01,water.n.01,
428|stand.v.01,man.n.01,keep.v.01,location.n.01,be.v.01,water.n.01,
434|helmeted.s.01,ride.n.02,female_child.n.01,bicycle.n.01,motorcycle.n.01,perch.v.01,girl.n.01,
435|woman.n.01,perform.v.01,ramp.n.01,trick.n.01,bicycle.n.01,jump.v.01,
436|woman.n.01,perform.v.01,ramp.n.01,trick.n.01,bicycle.n.01,car.n.01,
438|motorcycle.n.01,perch.v.01,helmeted.s.01,girl.n.01,woman.n.01,perform.v.01,ramp.n.01,trick.n.01,car.n.01,
439|motorcycle.n.01,perch.v.01,girl.n.01,helmet.n.01,woman.n.01,perform.v.01,ramp.n.01,trick.n.01,bicycle.n.01,
440|helmeted.s.01,ride.n.02,female_child.n.01,bicycle.n.01,woman.n.01,perform.v.01,ramp.n.01,trick.n.01,
441|woman.n.01,perform.v.01,ramp.n.01,trick.n.01,bicycle.n.01,motorcycle.n.01,perch.v.01,helmeted.s.01,girl.n.01,
442|surfboard.v.01,girl.n.01,blond.a.01,wave.n.01,ride.v.01,
446|lady.n.01,surfboard.v.01,wave.n.01,ride.v.01,male_child.n.01,
447|woman.n.01,surfboard.v.01,blond.a.01,girl.n.01,wave.n.01,ride.v.01,
449|lady.n.01,surfboard.v.01,wave.n.01,ride.v.01,girl.n.01,
451|beckon.v.01,blond.a.01,girl.n.01,female.n.02,ride.v.01,lady.n.01,surfboard.v.01,wave.n.01,
454|tree.n.01,adult.n.01,stand.v.01,limb.n.01,entity.n.01,child.n.01,following.s.02,
457|tree.n.01,adult.n.01,stand.v.01,limb.n.01,entity.n.01,child.n.01,climb.v.01,
461|tree.n.01,adult.n.01,stand.v.01,limb.n.01,entity.n.01,child.n.01,branch.n.01,large.a.01,hang.v.01,
462|black.a.01,man.n.01,dress.v.01,motorcycle.n.01,entity.n.01,ride.v.01,trick.n.01,perform.v.01,
465|perform.v.01,green.s.01,man.n.01,stunt.n.01,bicycle.n.01,trick.n.01,
470|black.a.01,man.n.01,dress.v.01,be.v.01,entity.n.01,ride.v.01,perform.v.01,green.s.01,trick.n.01,bicycle.n.01,
473|male_child.n.01,keep.v.01,pip-squeak.n.01,gun.n.01,child.n.01,
475|laugh.v.01,gun.n.01,keep.v.01,get.v.01,child.n.01,water.n.01,entity.n.01,hit.v.01,spray.v.01,male_child.n.01,person.n.01,
476|gun.n.01,keep.v.01,child.n.01,get.v.01,be.v.01,water.n.01,laugh.v.01,
477|entity.n.01,laugh.v.01,hit.v.01,gun.n.01,spray.v.01,child.n.01,get.v.01,male_child.n.01,water.n.01,person.n.01,keep.v.01,pip-squeak.n.01,
484|ball.n.01,red.s.01,play.v.01,small.a.01,dog.n.01,
485|ball.n.01,cat.n.01,red.s.01,play.v.01,
486|ball.n.01,contend.v.06,grass.n.01,brown.s.01,red.s.01,play.v.01,dog.n.01,small.a.01,
489|ball.n.01,dog.n.01,red.s.01,play.v.01,be.v.01,
491|run.v.01,entity.n.01,black.a.01,stand.v.01,location.n.01,white.a.01,person.n.01,dog.n.01,
505|sit.v.01,black.a.01,shirt.n.01,laugh.v.01,man.n.01,wear.v.01,table.n.02,
506|sit.v.01,black.a.01,shirt.n.01,laugh.v.01,man.n.01,wear.v.01,table.n.02,black.n.01,be.v.01,
